Rank,Prev,Team,Conf,Region,Rating,AdjEff,AdjO,AdjD,AdjHFA,Elo,Elo+,Wins,Losses,DIII W,DIII L,Conf W,Conf L,Pred. W,Pred. L,Pred. DIIIW,Pred. DIIIL,Pred. ConfW,Pred. ConfL,To-Date SOS,To-Date SOS+,To-Date NCSOS,SOS,SOS+,NCSOS,Future SOS,Future SOS+,Future NCSOS,MOV+,SOR,E+,G+,A+,BA,EAW,GAW,AAW,Best MOV,Opp...44,Best Win,Opp...46,Worst MOV,Opp...48,Worst Loss,Opp...50,OGrade,DGrade,Grade,OError,DError,Error,OC,DC,HC,WinPerc,Exp_SOR,Exp_BestW,Exp_WorstL,AdjGames,AdjWP
77,66,Illinois College,MWC,5,9.443691605378019,8.635450650979507,37.90841091190343,29.272960260923924,1.762635260717476,1609.7844314810757,1655.3966975549633,1,0,1,0,0,0,8.491558625797998,1.5084413742020029,8.491558625797998,1.5084413742020029,7.517957145705943,1.4820428542940567,0.1800530356761587,0.002228273753114296,0.1800530356761587,0.22607662499946116,0.02313685819595731,0.1800530356761587,0.23119035714649477,0.02546003424516209,NA,-23.56853020915839,0.9968212746341338,0,0,1,0,3.5259326190262286e-4,0.012751127971539988,0.1401017299318077,-23.56853020915839,Greenville,TRUE,NA,-23.56853020915839,Greenville,FALSE,NA,-7.855593265354007,11.23923654393781,3.3836432785838033,-29.158786406605003,16.467055831300485,-12.691730575304518,N,B+,N,1,2.7096548756802683,2.718281828459045,1,0.16666666666666666,0.02777696094343259
78,79,Hanover,HCAC,4,9.234659232485827,8.038928069552359,28.018824869023558,19.9798967994712,0.6035235402120902,1748.2901197833526,1743.5729417476537,0,0,0,0,0,0,6.274319485514273,3.7256805144857266,6.248449097256641,2.751550902743359,5.024030685031648,0.9759693149683519,NA,NA,NA,0.44098246499021593,0.15089676464104637,0.7491446371329962,0.44098246499021593,0.15089676464104637,0.7491446371329962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-15.369563930067672,35.459095372327134,20.089531442259464,-16.738674717105102,30.764721211950633,14.02604649484553,N,A+,B-,NA,NA,2.718281828459045,1,NA,NA
79,80,Trine,MIAA,4,9.03647600143129,7.98127719461133,34.299848482743876,26.318571288132546,0.317229396087909,1709.255079617359,1674.665398404621,0,0,0,0,0,0,5.661320701969247,4.338679298030753,5.661320701969247,4.338679298030753,3.860608361043127,3.139391638956873,NA,NA,NA,0.562704049080269,0.14755547516178363,0.5606228095510957,0.562704049080269,0.14755547516178363,0.5606228095510957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-16.594435637638544,40.781561267687685,24.18712563004914,-24.24457003839629,42.0403171244643,17.795747086068012,N,A+,B+,NA,NA,2.718281828459045,1,NA,NA
80,72,Moravian,LAND,2,8.851770537465828,7.771944899065403,28.309804792323003,20.5378598932576,1.6650268501689707,1690.4390305167603,1714.8726157029876,0,1,0,1,0,0,5.746142995018547,4.253857004981453,5.746142995018547,4.253857004981453,3.6973202574353463,2.3026797425646537,0.8485424818912082,0.18445112568707922,0.8485424818912082,0.576302772218806,0.11411146524220453,0.6534689836729446,0.5460539155885391,0.10629594741499623,0.5884444842668566,-23.43753022889107,1,0,0,1,0,-0.8272259926980089,-0.4166050445125816,-0.08621574681204591,-23.43753022889107,Muhlenberg,TRUE,NA,-23.43753022889107,Muhlenberg,FALSE,NA,0.35410119868984236,-1.9258748551853087,-1.5717736564954663,-2.2653618188103053,-8.596529731607085,-10.86189155041739,N,N,N,0,2.718281828459045,2.718281828459045,1,0.16666666666666666,-0.566850635655206
81,81,Hampden-Sydney,ODAC,3,8.598738967095114,7.642159148000644,30.61940493824285,22.977245790242208,1.8941559540997273,1654.5923196576919,1651.8482510397519,0,0,0,0,0,0,6.020404966013125,3.9795950339868753,6.020404966013125,3.9795950339868753,5.384480971262892,2.6155190287371077,NA,NA,NA,0.5117299755306423,0.12399592205549936,0.7941017517177916,0.5117299755306423,0.12399592205549936,0.7941017517177916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-13.097127065011822,19.995585039316776,6.898457974304954,-17.15703390023239,19.408900636929328,2.2518667366969396,N,A,D-,NA,NA,2.718281828459045,1,NA,NA
82,82,Delaware Valley,MAC,1,8.542039323851455,6.898457974304954,21.550626638906724,14.65216866460177,1.4313271653608282,1858.217713084642,1899.0050452781143,0,0,0,0,0,0,7.980770226320579,2.019229773679421,7.980770226320579,2.019229773679421,7.42317781198734,1.5768221880126596,NA,NA,NA,0.3492523046231385,0.019797257759370347,0.7147435127055395,0.3492523046231385,0.019797257759370347,0.7147435127055395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-24.532287389832156,32.1744465378328,7.642159148000644,-19.408900636929328,17.15703390023239,-2.2518667366969396,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
83,84,Carleton,MIAC,6,7.760390222197502,6.618100787862762,29.88269421358934,23.264593425726577,0.06720385936998524,1671.2243215755661,1727.8110379454654,0,0,0,0,0,0,5.362500289976305,4.637499710023696,5.362500289976305,4.637499710023696,5.348950056423776,3.651049943576224,NA,NA,NA,0.5591040139903048,0.22394010464382053,0.9934365224043171,0.5591040139903048,0.22394010464382053,0.9934365224043171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-1.8756577538077748,42.14302215805639,40.26736440424862,-5.302591129374072,40.19458913655354,34.89199800717947,N,A+,A+,NA,NA,2.718281828459045,1,NA,NA
84,104,Alfred,E8,2,7.525963077827271,6.140498636355961,29.05202606297737,22.911527426621408,0.7667486602965895,1806.3309168762066,1695.955279322249,1,0,1,0,0,0,5.201728815116595,4.798271184883406,5.201728815116595,4.798271184883406,4.218601840581043,2.7813981594189574,0.9351628537753791,0.3396764521031249,0.9351628537753791,0.5577984756798015,0.15265462532598864,0.7337345939623515,0.5158691003358483,0.13187442235075128,0.6330204640558378,-5.076714184498535,0.7408419350059584,0,1,1,0,0.09598967848779782,0.440027366381632,0.8420566193739466,-5.076714184498535,Hobart,TRUE,NA,-5.076714184498535,Hobart,FALSE,NA,10.392080602566685,11.726692270639342,22.118772873206026,14.274383061658314,10.474076751976334,24.748459813634646,B,B-,A-,1,2.097700899039489,2.718281828459045,1,0.5,0.335013397933434
85,98,Belhaven,USAC,3,7.4675723928898545,6.529400604620406,29.03738926417064,22.507988659550232,1.1724592288597915,1614.1929092570595,1627.9522258293257,1,0,1,0,0,0,6.3805880348736155,3.619411965126384,6.3805880348736155,3.619411965126384,5.4452812776843365,1.5547187223156635,0.37666841954984176,0.012449168828046364,0.37666841954984176,0.46570017571987227,0.1147113621936033,0.7625774132364533,0.4755925930720979,0.12607382812310963,0.9555319100797592,-9.289256206198885,0.9881553695497572,0,0,1,0,0.0017449155137355676,0.03860671047890152,0.26985807963003294,-9.289256206198885,Millsaps,TRUE,NA,-9.289256206198885,Millsaps,FALSE,NA,16.818031093958144,0.9120982625136871,17.73012935647183,23.215022500006533,-8.915854062078978,14.299168437927555,A,N,B-,1,2.686274715158758,2.718281828459045,1,0.16666666666666666,0.05871770785484045
86,85,Wilkes,LAND,2,7.224805589907032,5.921933100894002,33.72292710377098,27.800994002876976,1.8089888556237053,1736.9271808547612,1720.583106939897,0,0,0,0,0,0,5.622868077632432,4.377131922367568,5.622868077632432,4.377131922367568,3.385268930212013,2.614731069787987,NA,NA,NA,0.5482312784429035,0.0972404176691361,0.5691400330914039,0.5482312784429035,0.0972404176691361,0.5691400330914039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-25.763344376290238,28.20534396898673,2.44199959269649,-32.9347132155882,25.829918666300898,-7.104794549287298,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
87,86,Union,LL,2,6.8770133784778675,5.691982522818051,26.644536310135592,20.95255378731754,0.5889758966753069,1671.6580862124285,1704.922269330191,0,0,0,0,0,0,4.957373688404715,5.042626311595286,4.957373688404715,5.042626311595286,4.039576105170027,2.9604238948299733,NA,NA,NA,0.590701112921716,0.17220789411479806,0.7665360972395193,0.590701112921716,0.17220789411479806,0.7665360972395193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-14.86865919615575,45.38677133322373,30.518112137067977,-15.15509790730386,41.52219950570087,26.367101598397007,N,A+,A,NA,NA,2.718281828459045,1,NA,NA
88,88,Utica,E8,2,6.761641096520066,5.333798028523901,29.034431957740416,23.700633929216515,1.0227637958336488,1748.5728533353713,1777.6781470393316,0,0,0,0,0,0,4.6476473047584586,5.3523526952415414,4.6476473047584586,5.3523526952415414,4.084501195816483,2.9154988041835166,NA,NA,NA,0.6010305007667462,0.1480549573668199,0.8761358997733669,0.6010305007667462,0.1480549573668199,0.8761358997733669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-15.906122094872039,40.164196608918296,24.258074514046257,-18.135710234009476,39.88154437414426,21.745834140134786,N,A+,B+,NA,NA,2.718281828459045,1,NA,NA
89,87,Mount St. Joseph,HCAC,4,6.716445194659402,4.957208032550728,34.166741419497136,29.209533386946408,0.8040709507571111,1855.567695226716,1881.0937942597207,0,0,0,0,0,0,5.6900275534576705,4.309972446542329,5.6900275534576705,4.309972446542329,4.8284634878326225,1.1715365121673775,NA,NA,NA,0.48382343630512487,0.1148573593349657,0.824470522173794,0.48382343630512487,0.1148573593349657,0.824470522173794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-27.2045232566018,31.345867838092094,4.141344581490294,-34.72155059411281,35.873763048011085,1.1522124538982723,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
90,96,Howard Payne,ASC,3,6.245294939785291,5.278216575206784,29.06232734361576,23.784110768408976,0.5491173224720285,1593.3397567580005,1606.060559801163,1,0,1,0,0,0,2.4691378989250303,7.530862101074969,1.6561033680890098,7.343896631910989,0.5790091984460306,5.42099080155397,0.6974018719489304,0.07900571273342116,0.6974018719489304,0.8149735385327558,0.344686739307805,0.6237320652781989,0.8280370570420698,0.37420685337162546,0.5991754630546218,-15.270671462489634,0.9321123686417456,0,0,1,0,0.01575735001433154,0.15946325036361897,0.5624484377269424,-15.270671462489634,Pacific,TRUE,NA,-15.270671462489634,Pacific,FALSE,NA,-4.159539276342517,16.072357195556407,11.91281791921389,-12.12572165769005,22.290341715701047,10.164620058010996,N,A,C,1,2.539868653928842,2.718281828459045,1,0.16666666666666666,0.1547744980828625
91,89,Augustana,CCIW,5,6.02270726374547,4.885776973806326,28.59096348439029,23.705186510583964,1.1328700081201795,1633.5806230862836,1670.1001104205102,0,0,0,0,0,0,5.015411709750351,4.984588290249649,5.015411709750351,4.984588290249649,4.2937374551816845,4.7062625448183155,NA,NA,NA,0.5680600800945513,0.22143174769391782,0.32552637701128073,0.5680600800945513,0.22143174769391782,0.32552637701128073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-31.829988923185805,25.90880090373541,-5.921188019450394,-33.961778099085,24.683319056437817,-9.278459042647185,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
92,70,Carroll,CCIW,5,5.785543396931278,4.755878036538974,25.78300558201774,21.027127545478766,1.3829463549645098,1591.5201314767241,1632.2216214085809,0,1,0,1,0,0,4.7331546755171265,5.2668453244828735,4.7331546755171265,5.2668453244828735,4.154841216560307,4.845158783439693,0.698361555833553,0.07941168926226083,0.698361555833553,0.601938896699697,0.22053952461634604,0.698361555833553,0.5912252679070463,0.23622039521124438,NA,-34.750656284901,1,0,0,0,1,-0.9300485252917259,-0.6263896988045811,-0.20283438367548623,-34.750656284901,UW-Eau Claire,TRUE,NA,-34.750656284901,UW-Eau Claire,FALSE,NA,-14.52799989231148,1.9157196128361225,-12.612280279475357,-23.81747168687935,-1.298871545058347,-25.116343231937698,N,N,N,0,2.718281828459045,2.718281828459045,1,0,-0.7076265595266377
93,91,UW-Stevens Point,WIAC,6,5.606010606735833,4.903224182700132,32.34597947651441,27.442755293814276,1.1126327999451693,1494.2512474734951,1501.4938226797037,0,0,0,0,0,0,1.9422786807823913,8.05772131921761,1.9422786807823913,8.05772131921761,0.6105022087720319,6.389497791227968,NA,NA,NA,0.8761796386103068,0.4268162588921144,0.6954503476936159,0.8761796386103068,0.4268162588921144,0.6954503476936159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-21.83539754292121,32.864423798018116,11.029026255096905,-27.52127196508902,32.24039292477731,4.71912095968829,N,A+,D,NA,NA,2.718281828459045,1,NA,NA
94,93,Muskingum,OAC,4,5.314874643932425,4.141344581490294,32.38206793421073,28.240723352720437,0.8461413745290661,1655.7295929375036,1617.4450127575808,0,0,0,0,0,0,5.081993226159898,4.918006773840102,5.081993226159898,4.918006773840102,3.673006023743661,4.32699397625634,NA,NA,NA,0.579556324686161,0.1533610590684178,0.4433263187444265,0.579556324686161,0.1533610590684178,0.4433263187444265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-30.245733483065045,35.20294151561577,4.957208032550724,-35.873763048011085,34.72155059411281,-1.1522124538982723,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
95,92,Ohio Wesleyan,NCAC,4,5.283123484587817,4.7957818992964825,26.494494399606864,21.698712500310382,1.800779092478609,1400.524378801007,1451.056489773267,0,0,0,0,0,0,4.7372069262309635,5.2627930737690365,4.7372069262309635,5.2627930737690365,3.5876870735279147,4.412312926472085,NA,NA,NA,0.5798603253447825,0.18053194144643825,0.5072197014186048,0.5798603253447825,0.18053194144643825,0.5072197014186048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-33.13855717713979,16.076678973861938,-17.06187820327785,-32.98333749476052,14.17856318224668,-18.80477431251384,N,B+,N,NA,NA,2.718281828459045,1,NA,NA
96,83,Pacific,NWC,6,4.857084630921433,3.9128179192138894,28.509673337200937,24.596855417987047,0.4615855962054949,1539.1742843381405,1584.1878692949545,0,1,0,1,0,0,5.439998540699104,4.560001459300895,5.439998540699104,4.560001459300895,4.367629646921528,3.632370353078472,0.6020948577009717,0.04746356902972171,0.6020948577009717,0.529587684140081,0.11520517326698218,0.6264819096884169,0.5215313315222042,0.12273201818223337,0.6508689616758622,-25.072302567486883,1,0,0,1,0,-0.9602145402688356,-0.725525238715496,-0.28961453209026655,-25.072302567486883,Howard Payne,TRUE,NA,-25.072302567486883,Howard Payne,FALSE,NA,-10.221426910053506,7.49964348526029,-2.721783424793216,-22.290341715701047,12.12572165769005,-10.164620058010996,N,C+,N,0,2.718281828459045,2.718281828459045,1,0.16666666666666666,-0.7702181050546275
97,94,Mass-Dartmouth,MASCAC,1,4.802496837299486,3.6964136676304022,35.13172247143719,31.43530880380679,1.5040674311740112,1617.6958838354133,1588.7216403620284,0,0,0,0,0,0,9.204749184307666,0.7952508156923357,9.204749184307666,0.7952508156923357,8.52002431437488,0.4799756856251207,NA,NA,NA,0.09390989781481499,0.001298663866757921,0.30481828875848793,0.09390989781481499,0.001298663866757921,0.30481828875848793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-26.824557509706143,19.985268628908603,-6.83928888079754,-35.0680604323065,27.466450017650256,-7.601610414656246,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
98,97,King's,MAC,1,4.462178473893696,2.44199959269649,26.4541410121101,24.01214141941361,1.363912549586948,1916.5710782473577,1853.353629428121,0,0,0,0,0,0,6.733055293233289,3.2669447067667114,6.733055293233289,3.2669447067667114,6.406786903024938,2.593213096975062,NA,NA,NA,0.3439390652029014,0.017384215557075023,0.6201505249413706,0.3439390652029014,0.017384215557075023,0.6201505249413706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-26.049791046000347,31.97172414689435,5.921933100894002,-25.829918666300898,32.9347132155882,7.104794549287298,N,A+,D,NA,NA,2.718281828459045,1,NA,NA
99,95,Gustavus Adolphus,MIAC,6,4.386197571429108,2.8299610993357724,24.823325018253264,21.993363918917492,1.7238518860876768,1757.0430706531408,1715.5214378019618,0,0,0,0,0,0,4.722670705759841,5.277329294240159,4.722670705759841,5.277329294240159,4.6107080097952515,4.3892919902047485,NA,NA,NA,0.5484419120616899,0.18550450067272994,0.876540031965748,0.5484419120616899,0.18550450067272994,0.876540031965748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-13.032324031530827,32.292883687717115,19.260559656186288,-11.399888211761048,30.440949239049875,19.041061027288826,N,A+,B,NA,NA,2.718281828459045,1,NA,NA
100,99,Southwestern,SAA,3,4.119570342953889,3.513553141618509,23.167115062175885,19.653561920557376,1.1225730422156117,1398.5188927388263,1478.8018790354495,0,0,0,0,0,0,4.23475560045199,5.76524439954801,4.23475560045199,5.76524439954801,2.7410106536677556,4.258989346332244,NA,NA,NA,0.6359257124805293,0.1476719932397378,0.5897638184092847,0.6359257124805293,0.1476719932397378,0.5897638184092847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-14.675749450330837,25.867659896823803,11.191910446492965,-11.165986903946418,22.465263330012583,11.299276426066164,N,A+,C,NA,NA,2.718281828459045,1,NA,NA
101,100,Redlands,SCIAC,6,3.4983305928789785,2.382015336693282,21.632366746804234,19.25035141011095,1.674824562178519,1574.5521037928802,1582.4755392191569,0,0,0,0,0,0,3.7661547832424316,5.233845216757568,3.7661547832424316,5.233845216757568,3.0205997697557367,3.9794002302442633,NA,NA,NA,0.631194467838267,0.08848715820383292,0.6981390854804495,0.631194467838267,0.08848715820383292,0.6981390854804495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-22.858121938692655,22.348772228675774,-0.5093497100168811,-17.84077460351076,12.304122930338437,-5.536651673172322,N,A-,N,NA,NA,2.718281828459045,1,NA,NA
102,101,Hendrix,SCAC,3,3.2745697854484153,2.502719250791202,28.695602561495367,26.192883310704165,1.3356595389612829,1436.0536012175016,1502.4044882212388,0,0,0,0,0,0,4.982360515714601,4.0176394842854,4.982360515714601,4.0176394842854,2.97448040278788,2.02551959721212,NA,NA,NA,0.508190421101877,0.06247392965628952,0.5824490401992225,0.508190421101877,0.06247392965628952,0.5824490401992225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-19.54966868204744,37.777920234162856,18.228251552115417,-21.644947855808987,34.164851383216906,12.51990352740792,N,A+,B-,NA,NA,2.718281828459045,1,NA,NA
103,102,Lewis and Clark,NWC,6,2.8429994938567447,1.4828162462525825,31.78116253637613,30.298346290123547,1.1935816461635311,1632.6656078889732,1651.476788787461,0,0,0,0,0,0,4.6306143240518844,5.3693856759481164,4.6306143240518844,5.3693856759481164,4.43102637393061,4.56897362606939,NA,NA,NA,0.5550868778678418,0.12146910276564578,0.7547697446927438,0.5550868778678418,0.12146910276564578,0.7547697446927438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-36.85519085959917,26.370602030108856,-10.484588829490313,-42.16496204771478,32.67962489135183,-9.485337156362952,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
104,103,Cal Lutheran,SCIAC,6,2.5910701639097384,2.028138464174873,26.341123553298125,24.312985089123252,1.050713078174672,1361.5105633149913,1401.5607999488266,0,0,0,0,0,0,4.005749271337211,4.994250728662789,4.005749271337211,4.994250728662789,2.95155644988937,4.04844355011063,NA,NA,NA,0.5908599717805568,0.07591519795063266,0.5073972712138453,0.5908599717805568,0.07591519795063266,0.5073972712138453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-19.7777188263121,30.8677936209583,11.090074794646199,-19.4691282976241,27.158177891150846,7.689049593526747,N,A+,D+,NA,NA,2.718281828459045,1,NA,NA
105,117,Dickinson,CC,2,1.7458422396590925,0.5814874870744404,27.846751519957923,27.265264032883483,1.8716966732839317,1574.511515078734,1506.989012285696,0,1,0,1,0,0,3.7195803796872835,6.280419620312715,3.7195803796872835,6.280419620312715,2.3286256116284147,4.671374388371586,0.9618160681465209,0.43779068542231314,0.9618160681465209,0.6450554808099596,0.20177742479991231,0.5332275185915788,0.6098598599947862,0.17555372917520115,0.3189332438141078,-10.50009316249282,1,0,0,1,0,-0.6680190674016314,-0.23594836116335993,-0.030517450168080495,-10.50009316249282,Randolph-Macon,TRUE,NA,-10.50009316249282,Randolph-Macon,FALSE,NA,20.762477709763616,-9.152411408371927,11.610066301391688,30.142770162342973,-7.6526582736879405,22.490111888655033,A+,N,B-,0,2.718281828459045,2.718281828459045,1,0.16666666666666666,-0.41774522911661577
106,105,TCNJ,NJAC,2,1.0735224231258595,-0.2556021107521147,27.083745294236,27.339347404988114,1.8190065845468382,1585.7474740598843,1585.0210531039734,0,0,0,0,0,0,5.168666776882066,4.831333223117934,5.168666776882066,4.831333223117934,3.286947510318317,3.713052489681683,NA,NA,NA,0.4839095721633866,0.10321174191309615,0.39042321232604005,0.4839095721633866,0.10321174191309615,0.39042321232604005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-27.264355307202795,23.928448022690024,-3.3359072845127713,-27.73699867028305,27.259483956829712,-0.4775147134533384,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
107,106,Western New England,CNE,1,0.9616846927953658,-0.44604982581969566,26.939645245280584,27.38569507110028,1.1543750826278658,1602.5322885776654,1617.1368708078767,0,0,0,0,0,0,6.508512150504625,3.4914878494953747,6.508512150504625,3.4914878494953747,4.848784838520485,2.1512151614795147,NA,NA,NA,0.32755595317351827,0.07265108314610662,0.4228361264193286,0.32755595317351827,0.07265108314610662,0.4228361264193286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-15.354738363877647,41.25000808298167,25.895269719104025,-15.669794164496087,39.6573869111871,23.987592746691014,N,A+,A-,NA,NA,2.718281828459045,1,NA,NA
108,108,Rose-Hulman,HCAC,4,0.8290541714268345,-0.4422009126054789,27.283771489890682,27.72597240249616,2.0434544281327778,1563.1245484061774,1556.7031851387599,0,0,0,0,0,0,4.965460519460794,5.034539480539206,4.965460519460794,5.034539480539206,4.421969246746489,1.5780307532535112,NA,NA,NA,0.49579013957255597,0.10828337761653832,0.8101304804373407,0.49579013957255597,0.10828337761653832,0.8101304804373407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-15.32076102128438,47.21678108630496,31.896020065020583,-15.95481842918893,45.192004278226754,29.237185849037825,N,A+,A,NA,NA,2.718281828459045,1,NA,NA
109,107,George Fox,NWC,6,0.7992763832106091,-0.5093497100168811,20.93696754858189,21.44631725859877,1.1099427476085089,1567.8689090373346,1578.9221172179016,0,0,0,0,0,0,3.9311985762560253,6.068801423743975,3.9311985762560253,6.068801423743975,3.3034380490124113,4.696561950987588,NA,NA,NA,0.5971875824226769,0.12787700037593622,0.6603908307096085,0.5971875824226769,0.12787700037593622,0.6603908307096085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-17.838546730017068,20.22056206671035,2.382015336693282,-12.304122930338437,17.84077460351076,5.536651673172322,N,A,N,NA,NA,2.718281828459045,1,NA,NA
110,109,North Park,CCIW,5,0.6208648605785281,-0.6949775300757395,26.024436483438823,26.719414013514562,1.6950874795520026,1566.1234611360337,1576.1377659261248,0,0,0,0,0,0,4.231429144430144,5.768570855569858,4.231429144430144,5.768570855569858,3.4247140599377217,5.575285940062278,NA,NA,NA,0.5617872932818269,0.21643229173073536,0.11874476474388063,0.5617872932818269,0.21643229173073536,0.11874476474388063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-30.656739973394316,13.007667894628948,-17.649072078765368,-30.222002148342046,16.632126045591935,-13.589876102750111,N,B+,N,NA,NA,2.718281828459045,1,NA,NA
111,110,St. Olaf,MIAC,6,0.5049218096785537,-0.8764078881938353,26.546856098521523,27.42326398671536,1.8077266936547438,1583.0692587309056,1596.4358082991332,0,0,0,0,0,0,5.1197254341735405,4.8802745658264595,5.1197254341735405,4.8802745658264595,4.213641179135223,4.786358820864777,NA,NA,NA,0.4884640188152911,0.1571405812410692,0.13884510855093712,0.4884640188152911,0.1571405812410692,0.13884510855093712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-40.053999138559405,21.622740582136206,-18.4312585564232,-40.14509439905789,19.26466759655602,-20.88042680250187,N,A,N,NA,NA,2.718281828459045,1,NA,NA
112,111,Brevard,USAC,3,0.3040739138467524,-0.7611115484076798,27.086554340859905,27.847665889267585,1.0331548544257814,1481.7780615063423,1480.2147489017816,0,0,0,0,0,0,6.1181742524087825,3.881825747591216,4.970507047457541,3.0294929525424585,4.3380869412993315,2.6619130587006685,NA,NA,NA,0.37115298372743866,0.029202994781820736,0.4066002743662153,0.37115298372743866,0.029202994781820736,0.4066002743662153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-46.27999034278682,35.326224342786816,-10.953766000000002,-46.25242550632414,34.161729464494634,-12.090696041829503,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
113,125,Merchant Marine,NEWMAC,1,-0.27183399174242195,-1.276714605201569,27.19793495320121,28.474649558402778,0.5646143904734308,1448.559071181627,1445.3683726981171,1,0,1,0,0,0,5.726934588237198,3.2730654117628024,5.726934588237198,3.2730654117628024,4.357090169762694,2.642909830237306,0.47669045762460793,0.02345036887188101,0.47669045762460793,0.34539545400194616,0.04704546893947424,0.2689180301853741,0.3289835785491134,0.0499948564479234,0.061145602746140226,-18.413505662101215,0.9811355932039503,0,0,1,0,0.0031039655192237614,0.05673974843192231,0.3339982599207034,-18.413505662101215,Montclair State,TRUE,NA,-18.413505662101215,Montclair State,FALSE,NA,6.355803876373189,2.366223457580704,8.722027333953893,10.166524188576926,4.82651885379877,14.993043042375696,C,D-,C,1,2.66748369898446,2.718281828459045,1,0.16666666666666666,0.07613160889036989
114,154,N.C. Wesleyan,USAC,3,-0.5087313017190942,-1.4247174501965887,25.935838201547448,27.360555651744036,1.3451395361730536,1412.7298672129748,1412.907166515043,1,0,1,0,0,0,6.193697464750009,3.8063025352499906,5.663294452703641,3.3367055472963587,4.158568078013483,2.8414319219865174,0.15644982246929606,0.0016522700737113816,0.15644982246929606,0.3273463602457496,0.020941737807171845,0.26333933017009636,0.3463348644431334,0.023085011999778565,0.3167840840204965,1.7716718291543003,0.999358520559148,0,1,1,0,5.253670909999286e-5,0.0032177898473909616,0.05810583311404616,1.7716718291543003,Averett,TRUE,NA,1.7716718291543003,Averett,FALSE,NA,21.29936608408686,6.49604255286641,27.79540863695327,34.835614417050444,6.762339838436688,41.59795425548713,A+,C-,A+,1,2.7165386657129544,2.718281828459045,1,0.5,0.010783170489354676
